d1,c1,d2,c2,d3,c3,cluster
19.0,0.4,23.0,0.017,31.0,0.13,2
16.0,0.32,27.0,0.36,31.0,0.22,2
19.0,0.367,27.0,0.225,31.0,0.311,2
19.0,0.518,21.0,0.021,31.0,0.48,2
34.0,0.255,27.0,0.1063,31.0,0.14,1
34.0,0.26,27.0,0.118,31.0,0.139,1
16.0,0.15,21.0,0.126,31.0,0.138,2
34.0,0.269,27.0,0.113,31.0,0.146,1
29.0,0.305,32.0,0.65,71.0,0.0,1
34.0,0.442,27.0,0.203,31.0,0.196,1
19.0,0.28,27.0,0.17,31.0,0.313,2
19.0,0.29,27.0,0.176,31.0,0.325,2
17.0,0.36,21.0,0.114,31.0,0.45,2
32.0,1.16,60.0,0.37,71.0,0.0,1
34.0,0.27,27.0,0.12,31.0,0.142,1
7.0,0.4,27.0,0.21,31.0,0.198,2
19.0,0.275,27.0,0.173,31.0,0.31,2
16.0,0.323,27.0,0.368,31.0,0.219,2
19.0,0.342,21.0,0.0125,31.0,0.334,2
16.0,0.22,23.0,0.29,31.0,0.088,2
19.0,0.351,21.0,0.013,31.0,0.335,2
16.0,0.24,23.0,0.275,31.0,0.082,2
34.0,0.258,27.0,0.115,31.0,0.14,1
17.0,0.283,23.0,0.2,31.0,0.345,2
34.0,0.26,27.0,0.11,31.0,0.14,1
19.0,0.27,31.0,0.235,21.0,0.006,2
19.0,0.205,27.0,0.144,31.0,0.208,2
16.0,0.15,21.0,0.126,31.0,0.138,2
17.0,0.283,23.0,0.21,31.0,0.348,2
16.0,0.325,27.0,0.372,31.0,0.21,2
19.0,0.363,21.0,0.0136,31.0,0.347,2
19.0,0.372,27.0,0.21,31.0,0.326,2
17.0,0.37,21.0,0.116,31.0,0.45,2
19.0,0.334,21.0,0.01,31.0,0.29,2
19.0,0.638,23.0,0.0795,31.0,0.215,2
19.0,0.29,27.0,0.178,31.0,0.33,2
17.0,0.161,21.0,0.0146,31.0,0.144,2
17.0,0.367,21.0,0.115,31.0,0.45,2
16.0,0.31,27.0,0.38,31.0,0.203,2
19.0,0.292,27.0,0.19,31.0,0.3,2
34.0,0.258,27.0,0.115,31.0,0.143,1
16.0,0.24,23.0,0.08,31.0,0.175,2
16.0,0.23,23.0,0.27,31.0,0.082,2
17.0,0.294,23.0,0.21,31.0,0.353,2
17.0,0.19,23.0,0.112,31.0,0.161,2
19.0,0.395,21.0,0.013,31.0,0.1246,2
19.0,0.29,27.0,0.176,31.0,0.325,2
34.0,0.253,27.0,0.11,31.0,0.14,1
19.0,0.413,23.0,0.0185,31.0,0.1258,2
17.0,0.277,23.0,0.067,31.0,0.077,2
